date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:22:38	1091679/1091679	---MCZ	200	added ('OK')	text/html	etag:W/%220e7a397aac4c45958cc2678dc44cddf3%22	https://baya.vn/	C:/My%20Web%20Sites/baya/baya.vn/index.html	(from )
23:22:38	305/305	---MCZ	200	added ('OK')	text/plain	date:Sat,%2009%20Mar%202024%2016:22:37%20GMT	https://baya.vn/robots.txt		(from )
23:22:39	14658/14658	---M--	200	added ('OK')	image/png	etag:%22285ad6b75079ab472e23bfcdacd83bb1%22	http://theme.hstatic.net/200000796751/1001150659/14/favicon.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/favicon5b01.png	(from https://baya.vn/)
23:22:42	35886/35886	---M--	200	added ('OK')	image/png	etag:%22871d8fee092d7e4a3e589562f3111f59%22	http://theme.hstatic.net/200000796751/1001150659/14/logo.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/logo5b01.png	(from https://baya.vn/)
23:22:45	34783/34783	---M--	200	added ('OK')	image/jpeg	etag:%2274f555fa214bbe1467196de86447f4c8%22	http://theme.hstatic.net/200000796751/1001150659/14/topbar_img_mb.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/topbar_img_mb5b01.jpg	(from https://baya.vn/)
23:22:49	73254/73254	---M--	200	added ('OK')	image/jpeg	etag:%223b527be4760b1a117a997caf57f5d173%22	http://theme.hstatic.net/200000796751/1001150659/14/topbar_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/topbar_img5b01.jpg	(from https://baya.vn/)
23:22:50	0/0	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Mar%202024%2016:22:46%20GMT	https://baya.vn/owl.video.play.png	C:/My%20Web%20Sites/baya/baya.vn/owl.video.play.7.delayed	(from https://baya.vn/)
23:22:52	418960/418960	---MCZ	200	added ('OK')	text/css	etag:W/%2203d8b9520472cedeed0c790bcec4841a%22	http://theme.hstatic.net/200000796751/1001150659/14/style-themes.scss.css?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/style-themes.scss5b01.css	(from https://baya.vn/)
23:22:52	13041/13041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d16a832add6c22628b6d020849c2caae%22	http://hstatic.net/0/0/global/api.jquery.js	C:/My%20Web%20Sites/baya/hstatic.net/0/0/global/api.jquery.js	(from https://baya.vn/)
23:22:58	157243/157243	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a06444c844a66554df6a30aebd004441%22	http://theme.hstatic.net/200000796751/1001150659/14/scripts.js?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/scripts5b01.js	(from https://baya.vn/)
23:22:58	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	http://theme.hstatic.net/200000796751/1001150659/14/jquery-3.5.1.min.js?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/jquery-3.5.1.min5b01.js	(from https://baya.vn/)
23:22:59	884/884	---MC-	200	added ('OK')	text/javascript	date:Sat,%2009%20Mar%202024%2016:22:59%20GMT	https://www.google.com/recaptcha/api.js?render=6LdD18MUAAAAAHqKl3Avv8W-tREL6LangePxQLM-	C:/My%20Web%20Sites/baya/www.google.com/recaptcha/api4d7a.js	(from https://baya.vn/)
23:23:00	33520/33520	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a0ac6050012549cc0007d9fe969b5c8%22	http://theme.hstatic.net/200000796751/1001150659/14/app-buyxgety.js?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/app-buyxgety5b01.js	(from https://baya.vn/)
23:23:00	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2009%20Mar%202024%2016:23:00%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/baya/connect.facebook.net/en_US/fbevents.f.delayed	(from https://baya.vn/)
23:23:03	32043/32043	---MCZ	200	added ('OK')	application/javascript	etag:W/%221da43b56dbbf6ab%22	https://stats.hstatic.net/beacon.min.js	C:/My%20Web%20Sites/baya/stats.hstatic.net/beacon.min.js	(from https://baya.vn/)
23:23:03	219855/219855	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2009%20Mar%202024%2016:23:01%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/baya/connect.facebook.net/en_US/fbevents.js	(from https://baya.vn/)
23:23:03	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2009%20Mar%202024%2016:23:03%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/baya/www.googletagmanager.com/gtm.115445.delayed	(from https://baya.vn/)
23:23:14	167162/167162	---M--	200	added ('OK')	image/jpeg	etag:%22e07324ff64a10798787094af59847817%22	http://theme.hstatic.net/200000796751/1001150659/14/slide_1_mb.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/slide_1_mb5b01.jpg	(from https://baya.vn/)
23:23:18	887239/887239	---MCZ	200	added ('OK')	text/html	etag:W/%2270438d6885854fee989a1eb532640abc%22	https://baya.vn/pages/big-sale	C:/My%20Web%20Sites/baya/baya.vn/pages/big-sale.html	(from https://baya.vn/)
23:23:22	809429/809429	---MCZ	200	added ('OK')	text/html	etag:W/%226c39d87a2df84c8d89f7d96f7ce4fec3%22	https://baya.vn/collections/sofa-ghe-thu-gian	C:/My%20Web%20Sites/baya/baya.vn/collections/sofa-ghe-thu-gian.html	(from https://baya.vn/)
23:23:40	358932/358932	---M--	200	added ('OK')	image/jpeg	etag:%22475681d263db5b310bfb2c831f63f415%22	http://theme.hstatic.net/200000796751/1001150659/14/slide_1_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/slide_1_img5b01.jpg	(from https://baya.vn/)
23:23:41	947080/947080	---MCZ	200	added ('OK')	text/html	etag:W/%22df78122f614944f68df9fee5892e8ffe%22	https://baya.vn/collections/ban	C:/My%20Web%20Sites/baya/baya.vn/collections/ban.html	(from https://baya.vn/)
23:23:42	843189/843189	---MCZ	200	added ('OK')	text/html	etag:W/%2278c0412739c4405eaa0a785997873475%22	https://baya.vn/collections/ghe	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe.html	(from https://baya.vn/)
23:23:42	753873/753873	---MCZ	200	added ('OK')	text/html	etag:W/%226fadcbe8ee2641af86885d16163783da%22	https://baya.vn/collections/giuong-nem	C:/My%20Web%20Sites/baya/baya.vn/collections/giuong-nem.html	(from https://baya.vn/)
23:23:44	898330/898330	---MCZ	200	added ('OK')	text/html	etag:W/%22592b073428ed4c47be7840696a7e7581%22	https://baya.vn/collections/chan-ga-goi	C:/My%20Web%20Sites/baya/baya.vn/collections/chan-ga-goi.html	(from https://baya.vn/)
23:23:45	1001981/1001981	---MCZ	200	added ('OK')	text/html	etag:W/%22c3fdeedb295348b8821fb00a0fed4a66%22	https://baya.vn/collections/tu-ke	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-ke.html	(from https://baya.vn/)
23:23:46	916331/916331	---MCZ	200	added ('OK')	text/html	etag:W/%22c3251cd66c8e4de4ab80abaa2f156984%22	https://baya.vn/collections/noi-that-van-phong	C:/My%20Web%20Sites/baya/baya.vn/collections/noi-that-van-phong.html	(from https://baya.vn/)
23:23:47	988104/988104	---MCZ	200	added ('OK')	text/html	etag:W/%223d1e9699783a4f4e838298535d947fc2%22	https://baya.vn/collections/trang-tri-nha-cua	C:/My%20Web%20Sites/baya/baya.vn/collections/trang-tri-nha-cua.html	(from https://baya.vn/)
23:23:48	995333/995333	---MCZ	200	added ('OK')	text/html	etag:W/%2235ae9c8516334a71bc36445fa6cfd262%22	https://baya.vn/collections/biggest-sale-83	C:/My%20Web%20Sites/baya/baya.vn/collections/biggest-sale-83.html	(from https://baya.vn/)
23:23:49	967611/967611	---MCZ	200	added ('OK')	text/html	etag:W/%22ca936f1d6a96454dbf80e08bcee9f003%22	https://baya.vn/collections/phu-kien-phong-tam	C:/My%20Web%20Sites/baya/baya.vn/collections/phu-kien-phong-tam.html	(from https://baya.vn/)
23:23:49	658113/658113	---MCZ	200	added ('OK')	text/html	etag:W/%22799e682c4825450cb72212b7b3fe5523%22	https://baya.vn/collections/sofa	C:/My%20Web%20Sites/baya/baya.vn/collections/sofa.html	(from https://baya.vn/)
23:23:49	642980/642980	---MCZ	200	added ('OK')	text/html	etag:W/%22a5a48ba7f68248218c6ce0382e9b049a%22	https://baya.vn/collections/ghe-thu-gian	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-thu-gian.html	(from https://baya.vn/)
23:23:50	586643/586643	---MCZ	200	added ('OK')	text/html	etag:W/%2282f0c1decbe641ad8009b735774731a3%22	https://baya.vn/collections/dem-ngoi	C:/My%20Web%20Sites/baya/baya.vn/collections/dem-ngoi.html	(from https://baya.vn/)
23:23:50	590018/590018	---MCZ	200	added ('OK')	text/html	etag:W/%227384a01c08a94268844d05a1c926023f%22	https://baya.vn/collections/ban-an	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-an.html	(from https://baya.vn/)
23:23:51	671354/671354	---MCZ	200	added ('OK')	text/html	etag:W/%2209540335340d413c9ce2982504a5b835%22	https://baya.vn/collections/ban-tra-ca-phe	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-tra-ca-phe.html	(from https://baya.vn/)
23:23:51	651950/651950	---MCZ	200	added ('OK')	text/html	etag:W/%22320dc8451ca84f8eb400bb739ec227d5%22	https://baya.vn/collections/ban-lam-viec	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-lam-viec.html	(from https://baya.vn/)
23:23:52	635066/635066	---MCZ	200	added ('OK')	text/html	etag:W/%2254390c74803c4357ac26030bd45d5ae1%22	https://baya.vn/collections/ban-hoc	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-hoc.html	(from https://baya.vn/)
23:23:52	617483/617483	---MCZ	200	added ('OK')	text/html	etag:W/%22e4a8a5de648c4baf80f641e4db87f9f3%22	https://baya.vn/collections/ban-trang-diem	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-trang-diem.html	(from https://baya.vn/)
23:23:53	602133/602133	---MCZ	200	added ('OK')	text/html	etag:W/%22bc248a7047864236afdd029c610f3363%22	https://baya.vn/collections/ban-goc	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-goc.html	(from https://baya.vn/)
23:23:54	586508/586508	---MCZ	200	added ('OK')	text/html	etag:W/%22dec4c34a2d164d9e85fd5530a71f988c%22	https://baya.vn/collections/ban-ngoai-troi	C:/My%20Web%20Sites/baya/baya.vn/collections/ban-ngoai-troi.html	(from https://baya.vn/)
23:23:54	554394/554394	---MCZ	200	added ('OK')	text/html	etag:W/%22fa935fac33e24e018c95d431faf175c9%22	https://baya.vn/collections/bo-ban-ghe	C:/My%20Web%20Sites/baya/baya.vn/collections/bo-ban-ghe.html	(from https://baya.vn/)
23:23:55	614591/614591	---MCZ	200	added ('OK')	text/html	etag:W/%223865f1905b5c416196fa0302f1db9e10%22	https://baya.vn/collections/ghe-an	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-an.html	(from https://baya.vn/)
23:23:55	571991/571991	---MCZ	200	added ('OK')	text/html	etag:W/%2296acb5062aca4975addd8cc28981d9cd%22	https://baya.vn/collections/ghe-don	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-don.html	(from https://baya.vn/)
23:23:56	619866/619866	---MCZ	200	added ('OK')	text/html	etag:W/%22042398ffde72421a8b2a59e064676a89%22	https://baya.vn/collections/ghe-van-phong	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-van-phong.html	(from https://baya.vn/)
23:23:56	603171/603171	---MCZ	200	added ('OK')	text/html	etag:W/%22914fd1d0e47840dcbb574e34f003dc83%22	https://baya.vn/collections/ghe-ngoi-hoc	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-ngoi-hoc.html	(from https://baya.vn/)
23:23:57	589943/589943	---MCZ	200	added ('OK')	text/html	etag:W/%22d147691015c348d9bffddb4646938902%22	https://baya.vn/collections/ghe-tre-em	C:/My%20Web%20Sites/baya/baya.vn/collections/ghe-tre-em.html	(from https://baya.vn/)
23:23:58	614920/614920	---MCZ	200	added ('OK')	text/html	etag:W/%2248de5136bc86433485f0a2e224a181dd%22	https://baya.vn/collections/giuong	C:/My%20Web%20Sites/baya/baya.vn/collections/giuong.html	(from https://baya.vn/)
23:23:59	676090/676090	---MCZ	200	added ('OK')	text/html	etag:W/%22c322bc89a74f4ee8812ae6d3cd07a778%22	https://baya.vn/collections/nem	C:/My%20Web%20Sites/baya/baya.vn/collections/nem.html	(from https://baya.vn/)
23:23:59	627693/627693	---MCZ	200	added ('OK')	text/html	etag:W/%22af501b02c46846c98ad2ada2f35923a1%22	https://baya.vn/collections/chan	C:/My%20Web%20Sites/baya/baya.vn/collections/chan.html	(from https://baya.vn/)
23:23:59	583474/583474	---MCZ	200	added ('OK')	text/html	etag:W/%223566385df38c4e1d911bdf3d2b6187e4%22	https://baya.vn/collections/ga	C:/My%20Web%20Sites/baya/baya.vn/collections/ga.html	(from https://baya.vn/)
23:24:00	624337/624337	---MCZ	200	added ('OK')	text/html	etag:W/%222eae93e767c74dff81c6ebee4f93a749%22	https://baya.vn/collections/goi-ngu	C:/My%20Web%20Sites/baya/baya.vn/collections/goi-ngu.html	(from https://baya.vn/)
23:24:00	703982/703982	---MCZ	200	added ('OK')	text/html	etag:W/%22fe188749f7c541af89566b0c7efc27c3%22	https://baya.vn/collections/goi-tua	C:/My%20Web%20Sites/baya/baya.vn/collections/goi-tua.html	(from https://baya.vn/)
23:24:01	648878/648878	---MCZ	200	added ('OK')	text/html	etag:W/%22355c6acedb4e463190a7a7ed420ccbd5%22	https://baya.vn/collections/ke-sach	C:/My%20Web%20Sites/baya/baya.vn/collections/ke-sach.html	(from https://baya.vn/)
23:24:01	656689/656689	---MCZ	200	added ('OK')	text/html	etag:W/%2271c2f0bdc5224dae9f251807c8945523%22	https://baya.vn/collections/tu-quan-ao	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-quan-ao.html	(from https://baya.vn/)
23:24:01	630823/630823	---MCZ	200	added ('OK')	text/html	etag:W/%22f39de078c80641a7aae753ba8c4f027c%22	https://baya.vn/collections/tu-tivi	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-tivi.html	(from https://baya.vn/)
23:24:02	700601/700601	---MCZ	200	added ('OK')	text/html	etag:W/%22b8eb564405754f47a7d663dd6062ccf1%22	https://baya.vn/collections/tu-dau-giuong	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-dau-giuong.html	(from https://baya.vn/)
23:24:02	598550/598550	---MCZ	200	added ('OK')	text/html	etag:W/%227c25edfbedaa48fc99f5bc601ccbc75f%22	https://baya.vn/collections/tu-ke-giay	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-ke-giay.html	(from https://baya.vn/)
23:24:03	598507/598507	---MCZ	200	added ('OK')	text/html	etag:W/%2293fcd658a49c412787108a6ec0f78d6f%22	https://baya.vn/collections/tu-ngan-keo	C:/My%20Web%20Sites/baya/baya.vn/collections/tu-ngan-keo.html	(from https://baya.vn/)
23:24:03	568049/568049	---MCZ	200	added ('OK')	text/html	etag:W/%222e59e12bffa643a78d93eeb12c8e2391%22	https://baya.vn/collections/van-phong-pham	C:/My%20Web%20Sites/baya/baya.vn/collections/van-phong-pham.html	(from https://baya.vn/)
23:24:03	612623/612623	---MCZ	200	added ('OK')	text/html	etag:W/%22af26561dc81b458094402d521905e39e%22	https://baya.vn/collections/guong-treo-tuong	C:/My%20Web%20Sites/baya/baya.vn/collections/guong-treo-tuong.html	(from https://baya.vn/)
23:24:04	568468/568468	---MCZ	200	added ('OK')	text/html	etag:W/%227d12035081d84622881bf7264dcbec9b%22	https://baya.vn/collections/guong-dung	C:/My%20Web%20Sites/baya/baya.vn/collections/guong-dung.html	(from https://baya.vn/)
23:24:04	583416/583416	---MCZ	200	added ('OK')	text/html	etag:W/%2292cb534f9eac46d893bdc0d0b4cdae98%22	https://baya.vn/collections/den-ban	C:/My%20Web%20Sites/baya/baya.vn/collections/den-ban.html	(from https://baya.vn/)
23:24:05	629824/629824	---MCZ	200	added ('OK')	text/html	etag:W/%22fb47db8d7be3425b934b7fb38e94b053%22	https://baya.vn/collections/dong-ho-bao-thuc	C:/My%20Web%20Sites/baya/baya.vn/collections/dong-ho-bao-thuc.html	(from https://baya.vn/)
23:24:05	642496/642496	---MCZ	200	added ('OK')	text/html	etag:W/%2234effff2c8e74f149c67bd55f329380c%22	https://baya.vn/collections/nen-thom	C:/My%20Web%20Sites/baya/baya.vn/collections/nen-thom.html	(from https://baya.vn/)
23:24:06	590359/590359	---MCZ	200	added ('OK')	text/html	etag:W/%22e84eca5d177b4e65be168246a3186246%22	https://baya.vn/collections/gang-tay-tap-de	C:/My%20Web%20Sites/baya/baya.vn/collections/gang-tay-tap-de.html	(from https://baya.vn/)
23:24:06	609196/609196	---MCZ	200	added ('OK')	text/html	etag:W/%2297ac6836d3e34fd3b5e8d24cc2f4c209%22	https://baya.vn/collections/khan-trai-ban	C:/My%20Web%20Sites/baya/baya.vn/collections/khan-trai-ban.html	(from https://baya.vn/)
23:24:06	723918/723918	---MCZ	200	added ('OK')	text/html	etag:W/%225d19a03ae4d04486b53853f1048d80bf%22	https://baya.vn/collections/dung-cu-nau-nuong	C:/My%20Web%20Sites/baya/baya.vn/collections/dung-cu-nau-nuong.html	(from https://baya.vn/)
23:24:07	706812/706812	---MCZ	200	added ('OK')	text/html	etag:W/%2299149e18e85b4548a8d67df9f74d1b1f%22	https://baya.vn/collections/gia-do-dung-cu-dung	C:/My%20Web%20Sites/baya/baya.vn/collections/gia-do-dung-cu-dung.html	(from https://baya.vn/)
23:24:07	613456/613456	---MCZ	200	added ('OK')	text/html	etag:W/%22feaf68490d6445f892e47542a431dcbf%22	https://baya.vn/collections/am-tra-bo-am-tra	C:/My%20Web%20Sites/baya/baya.vn/collections/am-tra-bo-am-tra.html	(from https://baya.vn/)
23:24:08	838082/838082	---MCZ	200	added ('OK')	text/html	etag:W/%22edda987db7304f3cab7c593fd7935dd5%22	https://baya.vn/collections/to-chen-dia	C:/My%20Web%20Sites/baya/baya.vn/collections/to-chen-dia.html	(from https://baya.vn/)
23:24:08	665329/665329	---MCZ	200	added ('OK')	text/html	etag:W/%227297ad283728484d8a3000283c115b3d%22	https://baya.vn/collections/ly-tach	C:/My%20Web%20Sites/baya/baya.vn/collections/ly-tach.html	(from https://baya.vn/)
23:24:09	623723/623723	---MCZ	200	added ('OK')	text/html	etag:W/%221ce37589fdcb458e9fa51c5c4b3d4cc8%22	https://baya.vn/collections/tham-phong-tam	C:/My%20Web%20Sites/baya/baya.vn/collections/tham-phong-tam.html	(from https://baya.vn/)
23:24:09	649819/649819	---MCZ	200	added ('OK')	text/html	etag:W/%22e304a246ad48465c84b882306f230394%22	https://baya.vn/collections/rem-tam	C:/My%20Web%20Sites/baya/baya.vn/collections/rem-tam.html	(from https://baya.vn/)
23:24:10	395/395	---M--	200	added ('OK')	image/png	etag:%22a570ea70d970a8a9aa07b2594ca2af26%22	http://theme.hstatic.net/200000796751/1001150659/14/header_03_policy_1_ico.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/header_03_policy_1_ico5b01.png	(from https://baya.vn/)
23:24:11	387/387	---M--	200	added ('OK')	image/png	etag:%2219ef484bb1e11be286cd262861139f98%22	http://theme.hstatic.net/200000796751/1001150659/14/header_03_policy_2_ico.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/header_03_policy_2_ico5b01.png	(from https://baya.vn/)
23:24:12	577/577	---M--	200	added ('OK')	image/png	etag:%223c75347401603257241bbf7fe0aff59a%22	http://theme.hstatic.net/200000796751/1001150659/14/header_03_policy_3_ico.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/header_03_policy_3_ico5b01.png	(from https://baya.vn/)
23:24:12	872688/872688	---MCZ	200	added ('OK')	text/html	etag:W/%22b8eddbfbdd2a42d4aa87f80dfb48b453%22	https://baya.vn/collections/dung-cu-phong-tam	C:/My%20Web%20Sites/baya/baya.vn/collections/dung-cu-phong-tam.html	(from https://baya.vn/)
23:24:13	529785/529785	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2016:24:11%20GMT	https://baya.vn/account/register	C:/My%20Web%20Sites/baya/baya.vn/account/register.html	(from https://baya.vn/)
23:24:27	536456/536456	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2016:24:13%20GMT	https://baya.vn/cart	C:/My%20Web%20Sites/baya/baya.vn/cart.html	(from https://baya.vn/)
23:24:29	77335/77335	---M--	200	added ('OK')	image/jpeg	etag:%223453a1cf94e4891309d01dc08684ac3e%22	http://theme.hstatic.net/200000796751/1001150659/14/categorybanner_1_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/categorybanner_1_img5b01.jpg	(from https://baya.vn/)
23:24:34	1018270/1018270	---MCZ	200	added ('OK')	text/html	etag:W/%22112a1596002e433784d57adb94555dd7%22	https://baya.vn/collections/noi-that-phong-khach/	C:/My%20Web%20Sites/baya/baya.vn/collections/noi-that-phong-khach/index.html	(from https://baya.vn/)
23:24:35	39270/39270	---M--	200	added ('OK')	image/jpeg	etag:%2223230b11c3423a9f96df99f684713141%22	http://theme.hstatic.net/200000796751/1001150659/14/categorybanner_2_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/categorybanner_2_img5b01.jpg	(from https://baya.vn/)
23:24:37	997979/997979	---MCZ	200	added ('OK')	text/html	etag:W/%227ba7f20b293341258f897b1d8bd10398%22	https://baya.vn/collections/noi-that-phong-ngu	C:/My%20Web%20Sites/baya/baya.vn/collections/noi-that-phong-ngu.html	(from https://baya.vn/)
23:24:49	999063/999063	---MCZ	200	added ('OK')	text/html	etag:W/%2202bef41c62a74796b76db9e0e81b17d8%22	https://baya.vn/collections/phong-bep	C:/My%20Web%20Sites/baya/baya.vn/collections/phong-bep.html	(from https://baya.vn/)
23:24:49	49822/49822	---M--	200	added ('OK')	image/jpeg	etag:%226f64105e4adb731244100f1838206415%22	http://theme.hstatic.net/200000796751/1001150659/14/categorybanner_3_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/categorybanner_3_img5b01.jpg	(from https://baya.vn/)
23:24:51	7704/7704	---M--	200	added ('OK')	image/png	etag:%222296bffcc6d16278c0c09585a4a18244%22	http://theme.hstatic.net/200000796751/1001150659/14/home_coupon_1_img.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/home_coupon_1_img5b01.png	(from https://baya.vn/)
23:24:52	916038/916038	---MCZ	200	added ('OK')	text/html	etag:W/%220e82713315064a9baed190e21d98222c%22	https://baya.vn/collections/phong-lam-viec/	C:/My%20Web%20Sites/baya/baya.vn/collections/phong-lam-viec/index.html	(from https://baya.vn/)
23:24:52	56059/56059	---M--	200	added ('OK')	image/jpeg	etag:%22634662a9073ab2e0e5d504d6b7e26dfd%22	http://theme.hstatic.net/200000796751/1001150659/14/categorybanner_4_img.jpg?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/categorybanner_4_img5b01.jpg	(from https://baya.vn/)
23:24:52	15318/15318	---M--	200	added ('OK')	image/png	etag:%224678e678e406d0c2ca595753b77a3996%22	http://theme.hstatic.net/200000796751/1001150659/14/home_coupon_2_img.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/home_coupon_2_img5b01.png	(from https://baya.vn/)
23:24:53	11493/11493	---M--	200	added ('OK')	image/png	etag:%22877c9b340067995dbb93c5e14ab4d37e%22	http://theme.hstatic.net/200000796751/1001150659/14/home_coupon_3_img.png?v=944	C:/My%20Web%20Sites/baya/theme.hstatic.net/200000796751/1001150659/14/home_coupon_3_img5b01.png	(from https://baya.vn/)
23:24:54	836896/836896	---MCZ	200	added ('OK')	text/html	etag:W/%2243227200bfe145ec9e5f52dfde652408%22	https://baya.vn/collections/ceramic	C:/My%20Web%20Sites/baya/baya.vn/collections/ceramic.html	(from https://baya.vn/)
23:24:54	2468/2468	---M--	200	added ('OK')	image/png	etag:%22ffb07ffa0d12a5fdb828c0027f015920%22	https://file.hstatic.net/1000308580/file/icon-gifbox_21127e78739a40a28f058e5e123d41b1.png	C:/My%20Web%20Sites/baya/file.hstatic.net/1000308580/file/icon-gifbox_21127e78739a40a28f058e5e123d41b1.png	(from https://baya.vn/)
23:24:55	724014/724014	---MCZ	200	added ('OK')	text/html	etag:W/%22cefd59d7ba8241c1944935afa74209b4%22	https://baya.vn/products/bo-am-tra-bang-su-black-white-hoa-van-den-trang	C:/My%20Web%20Sites/baya/baya.vn/products/bo-am-tra-bang-su-black-white-hoa-van-den-trang.html	(from https://baya.vn/)
23:24:55	629833/629833	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2016:24:55%20GMT	https://baya.vn/collections/vendors?q=black-white	C:/My%20Web%20Sites/baya/baya.vn/collections/vendors2c12.html	(from https://baya.vn/)
23:24:56	55405/55405	---M--	200	added ('OK')	image/jpeg	etag:%22d141acc81e8060ef63eb132998fa8339%22	https://product.hstatic.net/200000796751/product/kdp_4235_b09fff3d8f994eb486d4d13720ac3b25.jpg	C:/My%20Web%20Sites/baya/product.hstatic.net/200000796751/product/kdp_4235_b09fff3d8f994eb486d4d13720ac3b25.jpg	(from https://baya.vn/)
23:24:56	48254/48254	---M--	200	added ('OK')	image/jpeg	etag:%225e5c846b6ce92b14eff7ff4a71c7cfa4%22	https://product.hstatic.net/200000796751/product/kdp_4043_b446b2e4562f4094be3f41b12de94bc2.jpg	C:/My%20Web%20Sites/baya/product.hstatic.net/200000796751/product/kdp_4043_b446b2e4562f4094be3f41b12de94bc2.jpg	(from https://baya.vn/)
23:24:59	110879/110879	---M--	200	added ('OK')	image/jpeg	etag:%22b5e51bdab27da1fa74217e3a57bf7dd2%22	https://product.hstatic.net/200000796751/product/kdp_4024_a5f92c669d29451cb5dd534db79d4966.jpg	C:/My%20Web%20Sites/baya/product.hstatic.net/200000796751/product/kdp_4024_a5f92c669d29451cb5dd534db79d4966.jpg	(from https://baya.vn/)
23:25:00	721870/721870	---MCZ	200	added ('OK')	text/html	etag:W/%2229ac4059cd8a45e196d411f4fb7969f8%22	https://baya.vn/products/bo-am-tra-victoria-2001258	C:/My%20Web%20Sites/baya/baya.vn/products/bo-am-tra-victoria-2001258.html	(from https://baya.vn/)
23:25:00	639590/639590	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2016:25:00%20GMT	https://baya.vn/collections/vendors?q=victoria	C:/My%20Web%20Sites/baya/baya.vn/collections/vendorsc5fd.html	(from https://baya.vn/)
23:25:02	116420/116420	---M--	200	added ('OK')	image/jpeg	etag:%226d2e056e2786534b9c4220267cbcf833%22	https://product.hstatic.net/200000796751/product/am-tra-victoria_a265467c9280474ea017df09554ab325.jpg	C:/My%20Web%20Sites/baya/product.hstatic.net/200000796751/product/am-tra-victoria_a265467c9280474ea017df09554ab325.jpg	(from https://baya.vn/)
